corpus,sentence_idx,word_position,word,ctx_FFD,ctx_skip,base_L1_FFD,base_L1_skip,L1,L2,pred_TRT,pred_FFD,pred_Gaze,pred_skip,log_freq,log_freq_norm,word_length,surprisal,position_in_sentence,h_TRT,h_FFD,h_Gaze,h_skip
geco_test,0,0,I,-1.1845703125,23.59375,43.42200469970703,68.20032501220703,43.42200469970703,13.661959648132324,218.15802001953125,192.40406799316406,193.67083740234375,9.999999974752427e-07,14.52773902728693,0.9055478054573861,1,7.571110725402832,0.0,183.5,183.5,183.5,0.8571428571428571
geco_test,0,1,will,7.6875,14.84375,62.254844665527344,69.41109466552734,76.40575408935547,19.587377548217773,259.0057373046875,225.3878173828125,234.5185546875,0.5891671180725098,11.592715833116516,0.3185431666233033,4,3.79988694190979,0.0625,232.6,116.6,157.6,0.6428571428571429
geco_test,0,2,therefore,-39.71875,-21.265625,30.556900024414062,49.01002502441406,52.7614860534668,9.614184379577637,323.1543884277344,201.74354553222656,298.6672058105469,0.46013858914375305,6.964135612418245,-0.6071728775163511,9,9.689786911010742,0.125,300.5833333333333,224.58333333333334,259.3333333333333,0.14285714285714285
geco_test,0,3,briefly,-48.0,-32.65625,28.623291015625,43.967041015625,43.11470031738281,9.00580883026123,263.1400451660156,192.09677124023438,238.65286254882812,0.4969620406627655,5.093750200806762,-0.9812499598386475,7,9.481689453125,0.1875,421.0,231.0,314.14285714285717,0.5
geco_test,0,4,set,1.1103515625,1.6650390625,63.19975662231445,63.75444412231445,72.44648742675781,19.88467788696289,250.7589569091797,221.42855834960938,226.2717742919922,0.7960062026977539,9.376278449519614,-0.12474431009607727,3,6.997629642486572,0.25,275.7142857142857,198.71428571428572,213.14285714285714,0.5
geco_test,0,5,down,-5.82421875,-7.75,49.94511032104492,48.01932907104492,61.29793930053711,15.714339256286621,243.68814086914062,210.27999877929688,219.20095825195312,0.7141297459602356,11.238541249462422,0.24770824989248438,4,4.035419940948486,0.3125,249.22222222222223,193.55555555555554,221.44444444444446,0.35714285714285715
geco_test,0,6,the,-3.763671875,10.109375,41.879669189453125,55.752716064453125,48.0070686340332,13.176691055297852,226.12713623046875,196.9891357421875,201.63995361328125,0.712009608745575,14.22224685776581,0.8444493715531621,3,1.3780641555786133,0.375,161.2,161.2,161.2,0.6428571428571429
geco_test,0,7,circumstances,-48.40625,-34.34375,21.52790069580078,35.59040069580078,48.84423065185547,6.773370265960693,371.36602783203125,197.8262939453125,346.87884521484375,0.03134796395897865,7.064759027791802,-0.5870481944416396,13,4.800719261169434,0.4375,261.2857142857143,207.92857142857142,261.2857142857143,0.0
geco_test,0,8,which,-18.96875,5.94140625,40.665077209472656,65.57523345947266,53.434959411621094,12.794541358947754,243.07650756835938,202.41702270507812,218.58932495117188,0.8209356069564819,10.099835281063175,0.019967056212635014,5,2.543288469314575,0.5,303.375,284.0,284.0,0.42857142857142855
geco_test,0,9,led,-12.015625,-15.390625,57.76262664794922,54.38762664794922,66.21385192871094,18.173980712890625,244.4772491455078,215.1959228515625,219.9900665283203,0.808866560459137,7.110696122978827,-0.5778607754042346,3,0.5241159796714783,0.5625,207.8,207.8,207.8,0.6428571428571429
geco_test,0,10,to,-6.75390625,4.515625,39.776153564453125,51.045684814453125,42.586673736572266,12.51485824584961,218.47775268554688,191.56874084472656,193.99057006835938,0.8617724180221558,13.960969286275443,0.7921938572550886,2,0.4818715453147888,0.625,194.0,194.0,194.0,0.5714285714285714
geco_test,0,11,my,6.9140625,2.69921875,57.550445556640625,53.335601806640625,61.61687088012695,18.107221603393555,237.59182739257812,210.59893798828125,213.10464477539062,0.8398675322532654,12.751006899529601,0.5502013799059202,2,1.4860223531723022,0.6875,284.0,259.6,259.6,0.6428571428571429
geco_test,0,12,being,-27.515625,-11.9140625,32.057125091552734,47.658687591552734,42.1238899230957,10.086202621459961,231.49468994140625,191.10595703125,207.00750732421875,0.6737379431724548,10.117832509493988,0.023566501898797654,5,2.73018741607666,0.75,380.8888888888889,222.11111111111111,250.11111111111111,0.35714285714285715
geco_test,0,13,connected,-25.828125,-28.734375,45.06884002685547,42.16259002685547,77.8187255859375,14.180107116699219,351.00201416015625,226.80078125,326.51483154296875,0.6196615695953369,6.78105762593618,-0.643788474812764,9,7.224391460418701,0.8125,309.2857142857143,200.57142857142858,212.64285714285714,0.0
geco_test,0,14,with,-22.75,-8.046875,28.87860870361328,43.58173370361328,35.442893981933594,9.086139678955078,217.4740753173828,184.42495727539062,192.9868927001953,0.7976359724998474,12.458639067517554,0.4917278135035108,4,0.06785732507705688,0.875,187.71428571428572,169.42857142857142,187.71428571428572,0.5
geco_test,0,15,the,-1.693359375,9.71875,43.949981689453125,55.362091064453125,50.380287170410156,13.828078269958496,228.51904296875,199.3623504638672,204.0318603515625,0.8172348141670227,14.22224685776581,0.8444493715531621,3,0.7223730683326721,0.9375,200.0,146.4,146.4,0.6428571428571429
geco_test,0,16,affair,-25.6875,-19.921875,43.39891052246094,49.16453552246094,61.05674362182617,13.654693603515625,263.35137939453125,210.03880310058594,238.8642120361328,5.2616164097576607e-23,7.31455283232408,-0.537089433535184,6,5.576900959014893,1.0,511.9166666666667,244.33333333333334,395.1666666666667,0.14285714285714285
geco_test,1,0,I,-1.185546875,23.59375,43.42102813720703,68.20032501220703,43.42102813720703,13.661652565002441,218.15704345703125,192.40309143066406,193.66986083984375,9.999999974752427e-07,14.52773902728693,0.9055478054573861,1,7.571108818054199,0.0,267.0,207.0,207.0,0.42857142857142855
geco_test,1,1,had,26.71875,15.015625,82.08964538574219,70.38652038574219,94.10015106201172,25.82804298400879,272.58306884765625,243.08221435546875,248.09588623046875,0.7304413914680481,11.355944115909688,0.2711888231819376,3,4.151028156280518,0.041666666666666664,274.2,223.6,223.6,0.2857142857142857
geco_test,1,2,been,-1.6669921875,7.62109375,53.58295440673828,62.87104034423828,65.76268768310547,16.85892105102539,248.2148895263672,214.7447509765625,223.7277069091797,0.4453110694885254,11.39158234974406,0.2783164699488118,4,3.1448893547058105,0.08333333333333333,300.54545454545456,219.0909090909091,219.0909090909091,0.21428571428571427
geco_test,1,3,invalided,-30.890625,-32.875,56.93883514404297,54.95446014404297,98.31421661376953,17.9147891998291,373.7799072265625,247.29627990722656,349.292724609375,0.49497824907302856,1.791759469228055,-1.641648106154389,9,12.913795255124569,0.125,1063.357142857143,216.85714285714286,388.14285714285717,0.0
geco_test,1,4,home,-5.33203125,-7.98828125,52.65924072265625,50.00299072265625,64.6290054321289,16.56829071044922,247.06546020507812,213.61106872558594,222.57827758789062,0.6177662014961243,10.583828076826626,0.1167656153653251,4,2.6329686641693115,0.16666666666666666,570.6,271.1,332.5,0.2857142857142857
geco_test,1,5,from,3.255859375,8.5703125,57.961151123046875,63.275604248046875,71.13607788085938,18.23644256591797,253.6628875732422,220.11813354492188,229.1757049560547,0.7365081310272217,11.552069252087856,0.3104138504175712,4,1.0303845405578613,0.20833333333333334,435.25,224.0,234.25,0.14285714285714285
geco_test,1,6,the,3.1796875,12.5859375,48.823028564453125,58.229278564453125,55.96630859375,15.361295700073242,234.14903259277344,204.9483642578125,209.66184997558594,0.866091251373291,14.22224685776581,0.8444493715531621,3,0.5309137105941772,0.25,196.0,129.33333333333334,129.33333333333334,0.7857142857142857
geco_test,1,7,Front,-26.390625,-18.71875,36.52322006225586,44.19509506225586,47.99245071411133,11.49138069152832,237.50372314453125,196.97451782226562,213.01654052734375,0.6016480922698975,9.133351330448047,-0.1733297339103906,5,3.3332250118255615,0.2916666666666667,307.2857142857143,255.57142857142858,266.64285714285717,0.0
geco_test,1,8,and,-10.46875,16.03125,37.84996032714844,64.34996032714844,43.38777160644531,11.908815383911133,221.4714813232422,192.36984252929688,196.9842987060547,0.872597336769104,13.433927978319357,0.6867855956638713,3,2.6731743812561035,0.3333333333333333,271.55555555555554,163.77777777777777,213.33333333333334,0.35714285714285715
geco_test,1,9,after,0.475341796875,-5.03515625,58.89459991455078,53.38410186767578,77.38902282714844,18.530136108398438,267.60394287109375,226.37109375,243.11676025390625,0.36469894647598267,10.457717433909405,0.091543486781881,5,5.899109363555908,0.375,223.0,223.0,223.0,0.35714285714285715
geco_test,1,10,spending,-15.046875,-13.9609375,54.62501525878906,55.71095275878906,88.09440612792969,17.186786651611328,335.9423828125,237.07647705078125,311.4552001953125,0.34509655833244324,7.142036574706803,-0.5715926850586394,8,4.853728033602238,0.4166666666666667,484.8181818181818,245.0,372.45454545454544,0.21428571428571427
geco_test,1,11,some,-3.58203125,3.755859375,51.6865119934082,59.0244026184082,63.43517303466797,16.262239456176758,245.8550567626953,212.417236328125,221.3678741455078,0.7289854884147644,11.38610294601307,0.27722058920261394,4,1.9976032972335815,0.4583333333333333,422.4,341.4,341.4,0.6428571428571429
geco_test,1,12,months,-27.6875,-16.78125,35.59170150756836,46.49795150756836,50.072994232177734,11.198294639587402,251.93228149414062,199.0550537109375,227.44509887695312,0.654877245426178,9.025696119812583,-0.19486077603748342,6,2.637127637863159,0.5,386.09090909090907,331.3636363636364,372.6363636363636,0.21428571428571427
geco_test,1,13,in,-1.4404296875,12.1640625,47.94623565673828,61.55072784423828,51.334041595458984,15.085428237915039,227.263671875,200.31610107421875,202.7764892578125,0.8491330742835999,13.119246525062723,0.6238493050125445,2,1.1173467636108398,0.5416666666666666,149.83333333333334,145.16666666666666,145.16666666666666,0.5714285714285714
geco_test,1,14,a,5.51953125,21.859375,52.406288146972656,68.74613189697266,52.406288146972656,16.488704681396484,227.16432189941406,201.3883514404297,202.67713928222656,0.9114158749580383,13.855864282863422,0.7711728565726844,1,1.6147624254226685,0.5833333333333334,173.6,173.6,173.6,0.6428571428571429
geco_test,1,15,rather,-18.296875,-17.390625,46.18976593017578,47.09601593017578,64.98312377929688,14.53278636932373,267.43341064453125,213.96517944335938,242.9462127685547,0.52317875623703,8.669914278433902,-0.2660171443132196,6,7.896575450897217,0.625,386.57142857142856,196.57142857142858,386.57142857142856,0.5
geco_test,1,16,depressing,-34.0625,-33.3125,40.22929382324219,40.97929382324219,74.37056732177734,12.657430648803711,369.54913330078125,223.35263061523438,345.06195068359375,0.0561661571264267,5.780743515792329,-0.8438512968415341,10,4.194324164651334,0.6666666666666666,293.3636363636364,184.72727272727272,200.1818181818182,0.21428571428571427
geco_test,1,17,Convalescent,-31.921875,-37.78125,52.373138427734375,46.513763427734375,110.98626708984375,16.478275299072266,436.64239501953125,259.96832275390625,412.15521240234375,0.7206597328186035,2.833213344056216,-1.4333573311887569,12,6.596820478793234,0.7083333333333334,843.9090909090909,265.1818181818182,591.8181818181819,0.21428571428571427
geco_test,1,18,Home,-32.0,-24.921875,25.99127197265625,33.06939697265625,31.899248123168945,8.177690505981445,213.8812255859375,180.88131713867188,189.39404296875,0.7417234778404236,10.583828076826626,0.1167656153653251,4,0.5876164436340332,0.75,258.5,192.75,207.0,0.42857142857142855
geco_test,1,19,was,-2.03125,9.0234375,49.2123908996582,60.2670783996582,56.412635803222656,15.48380184173584,234.598876953125,205.3946990966797,210.1116943359375,0.7377334833145142,12.572072477248573,0.5144144954497147,3,4.636688232421875,0.7916666666666666,245.25,193.5,245.25,0.7142857142857143
geco_test,1,20,given,-4.00390625,-6.0078125,61.10369873046875,59.09979248046875,80.29183197021484,19.225189208984375,270.57623291015625,229.27389526367188,246.08905029296875,0.6058031320571899,8.486940148245216,-0.3026119703509568,5,4.379651069641113,0.8333333333333334,261.44444444444446,165.55555555555554,212.55555555555554,0.35714285714285715
geco_test,1,21,a,14.078125,23.171875,60.964881896972656,70.05863189697266,60.964881896972656,19.1815128326416,235.743896484375,209.9469451904297,211.2567138671875,0.8954786062240601,13.855864282863422,0.7711728565726844,1,0.921977698802948,0.875,247.5,174.5,174.5,0.8571428571428571
geco_test,1,22,months,-23.609375,-14.3359375,39.66982650756836,48.94326400756836,55.81039810180664,12.481404304504395,257.8970947265625,204.79246520996094,233.40992736816406,0.6803133487701416,9.025696119812583,-0.19486077603748342,6,9.356672286987305,0.9166666666666666,533.3846153846154,243.30769230769232,284.61538461538464,0.07142857142857142
geco_test,1,23,sick,-0.091796875,-11.4296875,63.1375617980957,51.7996711730957,77.4891128540039,19.865108489990234,260.1041259765625,226.47117614746094,235.61695861816406,0.826032280921936,9.040382074165628,-0.1919235851668745,4,6.042768478393555,0.9583333333333334,325.0,260.5,280.1,0.2857142857142857
geco_test,1,24,leave,-24.84375,-21.3125,34.243045806884766,37.774295806884766,44.99624252319336,10.773963928222656,234.435791015625,193.97830200195312,209.9486083984375,2.040013183076164e-21,10.261022126886742,0.05220442537734833,5,0.3373340666294098,1.0,207.0,187.63636363636363,207.0,0.21428571428571427
geco_test,2,0,Oh,-0.32080078125,12.9921875,52.76110076904297,66.07408905029297,56.48911666870117,16.600339889526367,232.44146728515625,205.47117614746094,207.95428466796875,9.999999974752427e-07,12.030414836568482,0.4060829673136965,2,10.495325088500977,0.0,235.4,235.4,235.4,0.6428571428571429
geco_test,2,1,yes,17.421875,1.216796875,72.19830322265625,55.993221282958984,82.76161193847656,22.715909957885742,261.1552734375,231.74368286132812,236.6680908203125,1.2941583963346327e-18,11.531109135403858,0.30622182708077156,3,4.850896835327148,1.0,232.5,204.25,232.5,0.14285714285714285
geco_test,3,0,She,4.05078125,15.1328125,56.70389175415039,67.78591918945312,65.00021362304688,17.84086799621582,243.25404357910156,213.98226928710938,218.76686096191406,9.999999974752427e-07,12.156761595723369,0.43135231914467376,3,13.053245544433594,0.0,207.28571428571428,207.28571428571428,207.28571428571428,0.5
geco_test,3,1,certainly,-12.0234375,-5.5078125,52.32505798339844,58.84068298339844,90.34777069091797,16.463146209716797,364.92633056640625,239.329833984375,340.43914794921875,0.3065427839756012,8.710619527942297,-0.2578760944115405,9,9.581705093383789,0.1,322.8,257.5,297.7,0.2857142857142857
geco_test,3,2,could,-9.90625,0.48291015625,45.559791564941406,55.948951721191406,59.86674118041992,14.334576606750488,249.6622314453125,208.8488006591797,225.175048828125,0.637654721736908,11.327908278228264,0.26558165564565284,5,5.177585601806641,0.2,293.0,208.2,293.0,0.6428571428571429
geco_test,3,3,not,-1.5888671875,7.37890625,49.79555130004883,58.76332473754883,57.081119537353516,15.667283058166504,235.2726287841797,206.0631866455078,210.7854461669922,0.7686309218406677,12.530591582408928,0.5061183164817855,3,4.051167011260986,0.3,396.6666666666667,187.33333333333334,187.33333333333334,0.5714285714285714
geco_test,3,4,be,-21.1875,11.0546875,30.00135040283203,62.24353790283203,32.12120056152344,9.439390182495117,207.96617126464844,181.103271484375,183.47898864746094,0.804763674736023,12.588217948316721,0.5176435896633442,2,2.1106507778167725,0.4,247.0,192.0,247.0,0.7857142857142857
geco_test,3,5,a,15.21875,28.390625,62.105506896972656,75.27738189697266,62.105506896972656,19.540390014648438,236.88731384277344,211.0875701904297,212.40013122558594,0.8848832249641418,13.855864282863422,0.7711728565726844,1,3.111093044281006,0.5,276.6666666666667,276.6666666666667,276.6666666666667,0.7857142857142857
geco_test,3,6,day,-0.72900390625,7.71484375,57.14387130737305,65.58772277832031,65.50457000732422,17.97930145263672,243.7623748779297,214.48663330078125,219.2751922607422,0.6309741735458374,10.618714178238953,0.12374283564779062,3,7.111474514007568,0.6,237.57142857142858,237.57142857142858,237.57142857142858,0.5
geco_test,3,7,less,11.1328125,1.91796875,75.71337890625,66.49853515625,92.92349243164062,23.82186508178711,275.7528381347656,241.90554809570312,251.26565551757812,0.5378770232200623,8.642238680390461,-0.2715522639219078,4,7.095211982727051,0.7,276.4,216.8,216.8,0.6428571428571429
geco_test,3,8,than,4.55859375,8.421875,62.709266662597656,66.57254791259766,76.96347045898438,19.7303524017334,259.5711975097656,225.94552612304688,235.08401489257812,0.31449392437934875,10.536858189059995,0.10737163781199896,4,0.9577630162239075,0.8,195.8,175.2,195.8,0.6428571428571429
geco_test,3,9,seventy,0.10650634765625,-9.171875,78.22233581542969,68.94395446777344,117.82476043701172,24.611263275146484,342.44873046875,266.80682373046875,317.9615478515625,0.3982495665550232,4.653960350157523,-1.0692079299684953,7,6.3593590259552,0.9,368.55555555555554,224.0,317.22222222222223,0.35714285714285715
geco_test,3,10,now,-11.9140625,11.0703125,41.2590217590332,64.24339294433594,47.29561233520508,12.981415748596191,225.4100799560547,196.27767944335938,200.9228973388672,2.1641019718099674e-18,12.003546340600291,0.40070926812005825,3,5.820395469665527,1.0,233.75,233.75,233.75,0.7142857142857143
geco_test,4,0,He,0.51904296875,16.515625,50.74272918701172,66.73931121826172,54.32813262939453,15.965295791625977,230.2709503173828,203.31019592285156,205.7837677001953,9.999999974752427e-07,12.872611442080993,0.5745222884161987,2,13.900688171386719,0.0,255.0,199.15384615384616,199.15384615384616,0.07142857142857142
geco_test,4,1,had,19.015625,12.078125,74.38652038574219,67.44902038574219,85.26998138427734,23.40439224243164,263.6833801269531,234.25204467773438,239.19619750976562,0.7886117100715637,11.355944115909688,0.2711888231819376,3,4.11361026763916,0.023255813953488372,318.0,241.4,269.0,0.6428571428571429
geco_test,4,2,married,-20.9375,-16.21875,41.05051803588867,45.76926803588867,61.833587646484375,12.915813446044922,283.0111389160156,210.81564331054688,258.5239562988281,0.4487370550632477,9.406153835618436,-0.11876923287631272,7,7.255044937133789,0.046511627906976744,310.15384615384613,214.92307692307693,262.0,0.07142857142857142
geco_test,4,3,two,-1.9931640625,7.15234375,54.912109375,64.0576171875,62.9462776184082,17.277116775512695,241.1839599609375,211.9283447265625,216.69677734375,0.8214600682258606,10.903825271935897,0.18076505438717944,3,4.919414520263672,0.06976744186046512,319.2857142857143,229.14285714285714,245.28571428571428,0.5
geco_test,4,4,years,-16.28125,-11.1171875,42.75758743286133,47.92164993286133,56.1845703125,13.452913284301758,245.8919219970703,205.1666259765625,221.4047393798828,0.778410792350769,10.275154551894069,0.05503091037881376,5,3.5497374534606934,0.09302325581395349,171.3,171.3,171.3,0.2857142857142857
geco_test,4,5,ago,-28.890625,-15.4453125,32.47947311401367,45.92478561401367,37.23153305053711,10.219087600708008,215.2667694091797,186.21359252929688,190.7795867919922,0.7026708126068115,9.588228712314113,-0.08235425753717748,3,0.9567967653274536,0.11627906976744186,227.28571428571428,197.57142857142858,197.57142857142858,0.5
geco_test,4,6,and,-7.48046875,17.4375,40.83824157714844,65.75621032714844,46.813270568847656,12.849024772644043,224.92393493652344,195.7953338623047,200.43675231933594,0.8425232768058777,13.433927978319357,0.6867855956638713,3,1.849813461303711,0.13953488372093023,242.16666666666666,180.16666666666666,208.83333333333334,0.5714285714285714
geco_test,4,7,had,11.9609375,9.609375,67.33183288574219,64.98027038574219,77.1831283569336,21.18476104736328,255.53286743164062,226.16519165039062,231.04568481445312,0.735781192779541,11.355944115909688,0.2711888231819376,3,1.6979910135269165,0.16279069767441862,371.25,318.75,318.75,0.7142857142857143
geco_test,4,8,taken,0.630859375,-6.8359375,64.45964050292969,56.99284362792969,84.70162963867188,20.281076431274414,275.091552734375,233.68368530273438,250.60438537597656,0.5244593620300293,8.863757191604241,-0.2272485616791517,5,5.65772008895874,0.18604651162790697,311.0,241.1818181818182,302.54545454545456,0.21428571428571427
geco_test,4,9,his,8.7578125,9.75,63.323341369628906,64.3155288696289,72.5881576538086,19.923561096191406,250.9017333984375,221.57022094726562,226.41455078125,0.7789346575737,11.593251209508129,0.3186502419016257,3,3.040342092514038,0.20930232558139536,227.8,205.6,227.8,0.6428571428571429
geco_test,4,10,wife,-14.2734375,-5.73828125,46.42319107055664,54.95834732055664,56.975467681884766,14.606229782104492,239.30564880371094,205.95753479003906,214.81846618652344,0.643363893032074,9.786672797944293,-0.04266544041114138,4,1.7881989479064941,0.23255813953488372,227.14285714285714,198.0,227.14285714285714,0.5
geco_test,4,11,to,5.3671875,21.53125,51.897247314453125,68.06130981445312,55.56422424316406,16.32854461669922,231.5124969482422,204.54629516601562,207.0253143310547,0.9243702292442322,13.960969286275443,0.7921938572550886,2,1.570953607559204,0.2558139534883721,215.5,215.5,215.5,0.7142857142857143
geco_test,4,12,live,-0.04840087890625,-15.8515625,60.69063949584961,44.88747787475586,74.48599243164062,19.09522819519043,257.059326171875,223.46804809570312,232.57212829589844,0.6331677436828613,9.774175816055788,-0.04516483678884242,4,3.038855791091919,0.27906976744186046,539.0,237.33333333333334,283.3333333333333,0.5714285714285714
geco_test,4,13,at,0.268798828125,11.9921875,53.42656326293945,65.14994812011719,57.201602935791016,16.809715270996094,233.15708923339844,206.1836700439453,208.66990661621094,0.8469099998474121,12.00806063485357,0.40161212697071386,2,4.560797691345215,0.3023255813953488,251.8,251.8,251.8,0.6428571428571429
geco_test,4,14,Styles,-26.71875,-30.4375,50.519134521484375,46.800384521484375,71.07398986816406,15.89494514465332,273.7657165527344,220.05606079101562,249.27853393554688,0.4846307933330536,4.912654885736052,-1.0174690228527896,6,12.10669755935669,0.32558139534883723,317.0,181.45454545454547,220.72727272727272,0.21428571428571427
geco_test,4,15,though,-3.41015625,-9.765625,59.49636459350586,53.14089584350586,83.70381164550781,18.719470977783203,286.8961486816406,232.68588256835938,262.4089660644531,0.5232070684432983,9.13550906135318,-0.17289818772936413,6,8.09663200378418,0.3488372093023256,383.0,338.3333333333333,383.0,0.35714285714285715
geco_test,4,16,I,13.6953125,26.390625,58.30188751220703,70.99720001220703,58.30188751220703,18.34364891052246,233.07437133789062,207.28395080566406,208.58718872070312,0.9090831875801086,14.52773902728693,0.9055478054573861,1,4.339637756347656,0.37209302325581395,186.33333333333334,186.33333333333334,186.33333333333334,0.7857142857142857
geco_test,4,17,entertained,-44.3125,-42.46875,33.43608093261719,35.27983093261719,66.17973327636719,10.52006721496582,376.07379150390625,215.16180419921875,351.58660888671875,0.2059531807899475,4.762173934797756,-1.0475652130404487,11,11.724781926721334,0.3953488372093023,665.2,186.2,532.4,0.2857142857142857
geco_test,4,18,a,11.3828125,26.015625,58.269569396972656,72.90238189697266,58.269569396972656,18.333480834960938,233.04197692871094,207.2516326904297,208.55479431152344,0.9484276175498962,13.855864282863422,0.7711728565726844,1,2.4233365058898926,0.4186046511627907,181.0,181.0,181.0,0.8571428571428571
